epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,1115.48,1.40746,1.78331,1.51217,0.50949,0.39785,0.38781,0.2202,1.59995,1.97306,1.46777,0.000628101,0.000628101,0.000628101
23,1164.4,1.40703,1.77506,1.50924,0.51499,0.37743,0.3732,0.21944,1.55989,1.96471,1.42104,0.000597754,0.000597754,0.000597754
24,1212.92,1.41264,1.75007,1.50346,0.53179,0.39152,0.39019,0.22954,1.56349,1.62964,1.42738,0.00056704,0.00056704,0.00056704
25,1261.63,1.38893,1.72368,1.49018,0.48818,0.39026,0.39713,0.23689,1.56232,1.66182,1.44722,0.000536081,0.000536081,0.000536081
26,1311.02,1.38453,1.71062,1.48754,0.53004,0.40154,0.39606,0.23407,1.55685,1.94755,1.42956,0.000505,0.000505,0.000505
27,1359.81,1.39199,1.72682,1.49143,0.55875,0.3846,0.39837,0.23613,1.53545,1.7206,1.41629,0.000473919,0.000473919,0.000473919
28,1408.68,1.36445,1.69819,1.47802,0.45053,0.39899,0.40973,0.24588,1.52985,1.69766,1.39323,0.00044296,0.00044296,0.00044296
29,1457.55,1.36436,1.66505,1.46648,0.53274,0.38829,0.3986,0.23673,1.52263,1.67469,1.41376,0.000412246,0.000412246,0.000412246
30,1506.31,1.37015,1.67156,1.47444,0.51558,0.40041,0.40976,0.24699,1.52142,1.72741,1.39106,0.000381899,0.000381899,0.000381899
31,1555.11,1.35346,1.65418,1.46831,0.53893,0.42018,0.41156,0.24845,1.50452,1.63646,1.38788,0.000352037,0.000352037,0.000352037
32,1604.14,1.34505,1.62696,1.46024,0.50487,0.42045,0.418,0.25535,1.50937,1.59339,1.38663,0.000322778,0.000322778,0.000322778
33,1652.87,1.32992,1.60826,1.44125,0.49853,0.41442,0.42238,0.25789,1.49887,1.50109,1.37235,0.000294239,0.000294239,0.000294239
34,1701.48,1.33562,1.60846,1.44332,0.52253,0.43416,0.42793,0.26363,1.48187,1.49247,1.36921,0.000266532,0.000266532,0.000266532
35,1750.07,1.32097,1.59027,1.44,0.56209,0.42666,0.42485,0.26084,1.46979,1.49281,1.36548,0.000239766,0.000239766,0.000239766
36,1798.79,1.31034,1.58073,1.42861,0.5094,0.4187,0.42495,0.26201,1.46454,1.48787,1.35608,0.000214046,0.000214046,0.000214046
37,1847.38,1.30173,1.55957,1.41568,0.5339,0.43244,0.43378,0.26621,1.46089,1.47727,1.35393,0.000189475,0.000189475,0.000189475
38,1896.39,1.30735,1.56714,1.42503,0.52609,0.4236,0.42754,0.26098,1.47874,1.4743,1.36832,0.000166149,0.000166149,0.000166149
39,1945.06,1.30241,1.54888,1.42521,0.55436,0.41668,0.434,0.26641,1.46643,1.45483,1.35961,0.000144161,0.000144161,0.000144161
40,1993.85,1.30324,1.54157,1.41911,0.51081,0.43608,0.43096,0.26397,1.46083,1.42456,1.35424,0.000123596,0.000123596,0.000123596
41,2042.96,1.24893,1.41738,1.38767,0.48325,0.43159,0.43059,0.26414,1.47778,1.42005,1.36022,0.000104537,0.000104537,0.000104537
42,2089.99,1.22473,1.37003,1.38254,0.50202,0.42382,0.4336,0.26711,1.4787,1.43016,1.36452,8.70577e-05,8.70577e-05,8.70577e-05
43,2137.03,1.22947,1.34885,1.37536,0.47881,0.43984,0.43157,0.26657,1.46809,1.45907,1.3498,7.12282e-05,7.12282e-05,7.12282e-05
44,2183.82,1.21245,1.33779,1.37123,0.49182,0.4374,0.4314,0.26732,1.45798,1.43309,1.34912,5.71106e-05,5.71106e-05,5.71106e-05
45,2230.75,1.20736,1.32582,1.36239,0.49164,0.44065,0.43298,0.26855,1.45412,1.41914,1.34682,4.47606e-05,4.47606e-05,4.47606e-05
46,2277.87,1.21261,1.32279,1.36214,0.50147,0.43581,0.4333,0.26864,1.45494,1.41024,1.34834,3.4227e-05,3.4227e-05,3.4227e-05
47,2324.85,1.20537,1.31749,1.36366,0.50413,0.43782,0.43709,0.27084,1.45499,1.41176,1.34868,2.55513e-05,2.55513e-05,2.55513e-05
48,2371.96,1.20039,1.31255,1.35882,0.49951,0.4459,0.43801,0.27154,1.4589,1.39221,1.35203,1.87678e-05,1.87678e-05,1.87678e-05
49,2418.79,1.19982,1.30378,1.35928,0.49627,0.44272,0.43819,0.27144,1.45879,1.39482,1.35296,1.39032e-05,1.39032e-05,1.39032e-05
50,2465.71,1.19912,1.30161,1.35402,0.49422,0.45335,0.43846,0.2719,1.4555,1.39458,1.35032,1.09768e-05,1.09768e-05,1.09768e-05
