epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,1048.5,1.3161,1.53592,1.41788,0.545,0.46038,0.48218,0.29299,1.39729,1.32365,1.35926,0.000505,0.000505,0.000505
32,1081.99,1.30835,1.53239,1.42003,0.53705,0.46058,0.47595,0.28384,1.41704,1.32509,1.37069,0.000479094,0.000479094,0.000479094
33,1115.69,1.30461,1.51762,1.41514,0.55928,0.45021,0.48058,0.28937,1.40685,1.32731,1.35989,0.000453258,0.000453258,0.000453258
34,1149.25,1.30201,1.51202,1.4084,0.53822,0.46178,0.49049,0.29279,1.40567,1.3137,1.3612,0.000427565,0.000427565,0.000427565
35,1182.65,1.29451,1.49653,1.4068,0.56413,0.45785,0.48781,0.29602,1.38127,1.30857,1.35231,0.000402084,0.000402084,0.000402084
36,1216.16,1.28894,1.49488,1.40695,0.55381,0.44231,0.48158,0.29102,1.39751,1.31437,1.35197,0.000376885,0.000376885,0.000376885
37,1249.65,1.28165,1.47651,1.40079,0.57334,0.44735,0.48773,0.2972,1.38986,1.29047,1.35347,0.000352037,0.000352037,0.000352037
38,1282.98,1.28274,1.47129,1.39621,0.54178,0.46135,0.4848,0.29581,1.38229,1.28766,1.34106,0.000327608,0.000327608,0.000327608
39,1316.51,1.27227,1.47838,1.39504,0.58942,0.44283,0.49373,0.30018,1.38299,1.27607,1.33933,0.000303665,0.000303665,0.000303665
40,1349.92,1.26233,1.4622,1.39033,0.54394,0.47067,0.48826,0.29802,1.36961,1.2734,1.33499,0.000280275,0.000280275,0.000280275
41,1383.25,1.26936,1.44573,1.38533,0.59632,0.45025,0.50289,0.30524,1.37986,1.26119,1.33944,0.0002575,0.0002575,0.0002575
42,1416.84,1.27476,1.44851,1.39112,0.5615,0.47641,0.50367,0.30949,1.36148,1.25835,1.33269,0.000235404,0.000235404,0.000235404
43,1450.54,1.26638,1.4425,1.38615,0.55945,0.47281,0.50588,0.30992,1.36431,1.24508,1.33343,0.000214046,0.000214046,0.000214046
44,1484.14,1.25877,1.43629,1.37258,0.54681,0.48806,0.50217,0.30963,1.37073,1.26079,1.33398,0.000193486,0.000193486,0.000193486
45,1517.78,1.24612,1.43217,1.37718,0.54427,0.48871,0.50141,0.30882,1.3613,1.2471,1.33442,0.00017378,0.00017378,0.00017378
46,1551.2,1.23934,1.40685,1.36832,0.55033,0.48134,0.50356,0.30773,1.36083,1.24947,1.32979,0.000154982,0.000154982,0.000154982
47,1584.71,1.25178,1.42018,1.37147,0.55776,0.4802,0.51021,0.31273,1.36169,1.23471,1.33487,0.000137143,0.000137143,0.000137143
48,1618.29,1.23813,1.39789,1.36536,0.57013,0.46831,0.50978,0.31194,1.35652,1.2381,1.32479,0.000120313,0.000120313,0.000120313
49,1651.84,1.23668,1.39827,1.36026,0.58501,0.47059,0.51159,0.31601,1.36068,1.22639,1.33015,0.000104537,0.000104537,0.000104537
50,1685.3,1.24515,1.41222,1.3709,0.5949,0.46789,0.51701,0.31609,1.35603,1.2279,1.3263,8.98581e-05,8.98581e-05,8.98581e-05
51,1719.95,1.17559,1.25432,1.32803,0.56298,0.48494,0.50683,0.31035,1.38673,1.24838,1.35414,7.63174e-05,7.63174e-05,7.63174e-05
52,1752.34,1.16276,1.21892,1.3189,0.5745,0.47455,0.5123,0.31513,1.37379,1.23787,1.33804,6.39518e-05,6.39518e-05,6.39518e-05
53,1784.91,1.15362,1.20146,1.3132,0.57735,0.48148,0.51507,0.31615,1.37403,1.22742,1.34129,5.2795e-05,5.2795e-05,5.2795e-05
54,1817.34,1.15528,1.19349,1.3142,0.58504,0.4711,0.51485,0.31748,1.37559,1.23052,1.34136,4.28777e-05,4.28777e-05,4.28777e-05
55,1849.85,1.1507,1.19078,1.31155,0.58359,0.48623,0.51859,0.32055,1.3725,1.22769,1.33834,3.4227e-05,3.4227e-05,3.4227e-05
56,1882.35,1.14326,1.18257,1.30965,0.57919,0.48473,0.51654,0.32003,1.36717,1.22452,1.33631,2.68667e-05,2.68667e-05,2.68667e-05
57,1914.89,1.14428,1.17513,1.30726,0.59717,0.47267,0.5175,0.32008,1.36681,1.2221,1.33668,2.08169e-05,2.08169e-05,2.08169e-05
58,1947.39,1.13645,1.17044,1.30241,0.59665,0.47892,0.52196,0.3222,1.36206,1.22154,1.33323,1.60943e-05,1.60943e-05,1.60943e-05
59,1979.8,1.14002,1.16828,1.3078,0.59242,0.48085,0.51991,0.32199,1.36256,1.22221,1.3337,1.27117e-05,1.27117e-05,1.27117e-05
60,2012.51,1.13528,1.17046,1.30737,0.60392,0.47248,0.52031,0.32163,1.36317,1.22014,1.33351,1.06784e-05,1.06784e-05,1.06784e-05
