epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,2602.28,1.22781,1.49883,1.43958,0.5512,0.49092,0.51632,0.31423,1.38772,1.31731,1.44907,0.000214046,0.000214046,0.000214046
58,2647.2,1.2197,1.47227,1.43652,0.54118,0.51299,0.51748,0.31649,1.38685,1.32392,1.44104,0.000198548,0.000198548,0.000198548
59,2692.15,1.21819,1.47681,1.43232,0.55875,0.50706,0.52255,0.32128,1.38205,1.31814,1.43628,0.000183523,0.000183523,0.000183523
60,2736.93,1.21356,1.46113,1.43017,0.5618,0.49828,0.52326,0.31694,1.38277,1.31807,1.44308,0.000168994,0.000168994,0.000168994
61,2781.9,1.20809,1.45434,1.42459,0.54881,0.5079,0.52379,0.31841,1.38741,1.30603,1.44515,0.000154982,0.000154982,0.000154982
62,2826.79,1.20672,1.45121,1.42256,0.55793,0.51009,0.5264,0.31974,1.38796,1.30385,1.44945,0.00014151,0.00014151,0.00014151
63,2871.65,1.21349,1.45268,1.42585,0.55256,0.51168,0.52384,0.32064,1.37768,1.29812,1.44187,0.000128599,0.000128599,0.000128599
64,2916.47,1.20609,1.45535,1.4234,0.57557,0.48758,0.52897,0.32483,1.37688,1.29524,1.43904,0.000116268,0.000116268,0.000116268
65,2961.36,1.19614,1.42972,1.41753,0.5632,0.49945,0.52641,0.32423,1.37283,1.29876,1.43841,0.000104537,0.000104537,0.000104537
66,3006.34,1.20027,1.44729,1.42168,0.5587,0.5067,0.52915,0.32407,1.37992,1.29311,1.44253,9.34225e-05,9.34225e-05,9.34225e-05
67,3051.07,1.19467,1.41338,1.41162,0.57082,0.49543,0.52849,0.32589,1.37278,1.2932,1.43765,8.29431e-05,8.29431e-05,8.29431e-05
68,3095.94,1.203,1.43658,1.41668,0.56941,0.49595,0.52821,0.32735,1.37911,1.29788,1.44183,7.31145e-05,7.31145e-05,7.31145e-05
69,3140.79,1.19047,1.41482,1.40769,0.56121,0.51265,0.53487,0.3307,1.37335,1.29356,1.44079,6.39518e-05,6.39518e-05,6.39518e-05
70,3185.73,1.18911,1.43346,1.416,0.58886,0.49113,0.53257,0.32903,1.37667,1.29155,1.4423,5.54691e-05,5.54691e-05,5.54691e-05
71,3231.76,1.12287,1.27541,1.38449,0.58899,0.48255,0.52039,0.31521,1.39714,1.30527,1.46283,4.76796e-05,4.76796e-05,4.76796e-05
72,3275.45,1.10874,1.23409,1.37287,0.58791,0.48955,0.52384,0.32089,1.37701,1.29427,1.44624,4.05953e-05,4.05953e-05,4.05953e-05
73,3319.07,1.10914,1.21514,1.36925,0.58691,0.49076,0.52833,0.32595,1.37702,1.28841,1.44324,3.4227e-05,3.4227e-05,3.4227e-05
74,3362.8,1.10153,1.21525,1.36332,0.56996,0.49915,0.53026,0.32693,1.37383,1.28594,1.44204,2.85847e-05,2.85847e-05,2.85847e-05
75,3406.49,1.09891,1.20243,1.36243,0.59027,0.48974,0.53219,0.32838,1.37173,1.28215,1.43894,2.36769e-05,2.36769e-05,2.36769e-05
76,3450.07,1.10459,1.21027,1.36863,0.58574,0.49725,0.53392,0.32925,1.37362,1.28396,1.4408,1.95113e-05,1.95113e-05,1.95113e-05
77,3493.74,1.098,1.18862,1.35794,0.58028,0.50241,0.53476,0.33052,1.3726,1.2825,1.44155,1.60943e-05,1.60943e-05,1.60943e-05
78,3537.45,1.09608,1.18625,1.36081,0.57944,0.50892,0.53465,0.33105,1.3684,1.2815,1.439,1.34311e-05,1.34311e-05,1.34311e-05
79,3581.17,1.09574,1.18229,1.36119,0.58647,0.50506,0.53589,0.33035,1.36976,1.28034,1.44087,1.15259e-05,1.15259e-05,1.15259e-05
80,3624.64,1.09045,1.18762,1.3603,0.58403,0.5089,0.53571,0.33154,1.36831,1.28004,1.43891,1.03816e-05,1.03816e-05,1.03816e-05
